Name,In-game Description,Parsed Description
"Finishing Touch","2x HP & 3x ATK for Attacker & Physical Types;
ATK increases with 6+ linked Light Orbs, up to 5x","Physical & Attacker Type cards HP x2, ATK x3.
All Attribute cards ATK x3.5 when simultaneously clearing 6 connected Light orbs. ATK x0.5 for each additional connected orb, up to ATK x5 at 9 connected orbs."
"Black Materia","3x ATK & RCV for Attacker & Devil Types;
ATK increases with 6+ linked Dark Orbs, up to 5x","Attacker & Devil Type cards ATK x3, RCV x3.
All Attribute cards ATK x3.5 when simultaneously clearing 6 connected Dark orbs. ATK x0.5 for each additional connected orb, up to ATK x5 at 9 connected orbs."
"Blasting Zone","3x ATK for Fire Att.;
4x ATK with 4 combos, 5x ATK with 5+ combos","Fire Attribute cards ATK x3.
ATK x4 at 4 combos. ATK multiplier increases by 1 for each additional combo, up to ATK x5 at 5 combos."
"Wishing Star","3x ATK for Water Att.; 
4x ATK with 4 combos, 5x ATK with 5+ combos","Water Attribute cards ATK x3.
ATK x4 at 4 combos. ATK multiplier increases by 1 for each additional combo, up to ATK x5 at 5 combos."
"Scoop Art","2x to all stats for Attacker Type;
5x ATK when Wood & Light attack at once","Attacker Type cards HP x2, ATK x2, RCV x2.
All Attribute cards ATK x5 when reaching 2 Wood combos."
"Slice & Dice","2x HP & ATK for Physical Type;
6x ATK when Water & Light attack at once","Physical Type cards HP x2, ATK x2.
All Attribute cards ATK x6 when reaching 2 Water combos."
"Magus Sisters","4x ATK when 3+ Att. (2+Heal) attack at once;
ATK increases with 6+ linked Light Orbs, up to 4.5x","All Attribute cards ATK x4 when attacking with 3 of following orb types: Fire, Water, Wood, Light, Dark & Heart.
All Attribute cards ATK x3 when simultaneously clearing 6 connected Light orbs. ATK x0.5 for each additional connected orb, up to ATK x4.5 at 9 connected orbs."
"Dark Flame","3x ATK & RCV for Attacker & Physical Types;
4x ATK when Dark & Light attack at once","Physical & Attacker Type cards ATK x3, RCV x3.
All Attribute cards ATK x4 when reaching 2 Dark combos."
"Holy Flame","3x ATK & RCV for Attacker & Healer Types;
4x ATK when Light & Dark attack at once","Healer & Attacker Type cards ATK x3, RCV x3.
All Attribute cards ATK x4 when reaching 2 Light combos."
"Good Luck Charm","ATK increases with 6+ linked Wood Orbs, up to 4x;
4x ATK with 2+ Wood combos","All Attribute cards ATK x2.5 when simultaneously clearing 6 connected Wood orbs. ATK x0.5 for each additional connected orb, up to ATK x4 at 9 connected orbs.
All Attribute cards ATK x4 when reaching 2 Wood combos."
"Meltdown","ATK increases with 6+ linked Fire Orbs, up to 4x;
4x ATK when Fire & Light attack at once","All Attribute cards ATK x2.5 when simultaneously clearing 6 connected Fire orbs. ATK x0.5 for each additional connected orb, up to ATK x4 at 9 connected orbs.
All Attribute cards ATK x4 when reaching 2 Fire combos."
"Are you in need of help?","ATK increases with 6+ linked Dark Orbs, up to 4x;
4x ATK when Dark & Wood attack at once","All Attribute cards ATK x2.5 when simultaneously clearing 6 connected Dark orbs. ATK x0.5 for each additional connected orb, up to ATK x4 at 9 connected orbs.
All Attribute cards ATK x4 when reaching 2 Dark combos."
"White Whorl","2x HP & 4x ATK for Light Att.;
3x ATK when Light & Fire attack at once","Light Attribute cards HP x2, ATK x4.
All Attribute cards ATK x3 when reaching 2 Light combos."
"Thunderfall","3x ATK & RCV for Attacker & Healer Types;
ATK increases with 6+ linked Light Orbs, up to 5x","Healer & Attacker Type cards ATK x3, RCV x3.
All Attribute cards ATK x3.5 when simultaneously clearing 6 connected Light orbs. ATK x0.5 for each additional connected orb, up to ATK x5 at 9 connected orbs."
"Fluid Aura","Halves damage with a cross of 5 Heal Orbs;
ATK increases with 6+ linked Water Orbs, up to 10x","reduce damage taken by 50% after matching Heal orbs in a cross formation.
All Attribute cards ATK x7 when simultaneously clearing 6 connected Water orbs. ATK x1 for each additional connected orb, up to ATK x10 at 9 connected orbs."
"Turbo-Hit","3x ATK when Fire & Light attack at once;
4x ATK with 4+ combos","All Attribute cards ATK x3 when reaching 2 Fire combos.
All Attribute cards ATK x4 when reaching 4 combos or above."
"Meteodrive","^ff3600^[7x6 board]^p, 2x ATK for Light Att.;
7x ATK & 2x RCV with 7+ linked Light Orbs","Change the board to 7x6 size. Light Attribute cards ATK x2.
All Attribute cards ATK x7, RCV x2 when simultaneously clearing 7 connected Light orbs."
"Airstep","1.5x to all stats, but ^ff3600^unable to erase 3 Orbs or less^p;
ATK increases with 6+ linked Dark Orbs, up to 10x","Can no longer clear 4 or less connected orbs. Fire, Water, Wood, Light & Dark Attribute cards HP x1.5, ATK x1.5, RCV x1.5
All Attribute cards ATK x7 when simultaneously clearing 6 connected Dark orbs. ATK x1 for each additional connected orb, up to ATK x10 at 9 connected orbs."
"None","",""
"Full Awakening!","Unlocks all of the base monster's Awoken Skills
when used as Fusion Material","Unlocks all of the base monster's Awoken Skills
when used as Fusion Material"
"Wings of Belligerence","3x ATK for Fire Att. & 1.5x HP for Wood Att.;
2x ATK & RCV when erasing 6+ linked Fire or Wood Orbs","Fire Attribute cards ATK x3. Wood Attribute cards HP x1.5.
All Attribute cards ATK x2, RCV x2 when simultaneously clearing 6 connected Fire or Wood orbs."
"Wings of Belligerence","3x ATK for Fire Att. & 1.5x HP for Wood Att.;
2x ATK & RCV when erasing 6+ linked Fire or Wood Orbs","Fire Attribute cards ATK x3. Wood Attribute cards HP x1.5.
All Attribute cards ATK x2, RCV x2 when simultaneously clearing 6 connected Fire or Wood orbs."
"Full Awakening!","Unlocks all of the base monster's Awoken Skills
when used as Fusion Material","Unlocks all of the base monster's Awoken Skills
when used as Fusion Material"
"Flash of a Brilliant Smile","3x ATK & 1.5x RCV for Attacker & Physical Types;
2.5x ATK when erasing 6+ linked Water or Wood Orbs","Physical & Attacker Type cards ATK x3, RCV x1.5.
All Attribute cards ATK x2.5 when simultaneously clearing 6 connected Water or Wood orbs."
"Flash of a Brilliant Smile","3x ATK & 1.5x RCV for Attacker & Physical Types;
2.5x ATK when erasing 6+ linked Water or Wood Orbs","Physical & Attacker Type cards ATK x3, RCV x1.5.
All Attribute cards ATK x2.5 when simultaneously clearing 6 connected Water or Wood orbs."
"Nourishment of Nike","3x ATK for God, Physical & Attacker Types;
3x ATK & 2x RCV when Fire & Light attack at once","Physical, God & Attacker Type cards ATK x3.
All Attribute cards ATK x3, RCV x2 when reaching Fire & Light combos."
"Nourishment of Nike","3x ATK for God, Physical & Attacker Types;
3x ATK & 2x RCV when Fire & Light attack at once","Physical, God & Attacker Type cards ATK x3.
All Attribute cards ATK x3, RCV x2 when reaching Fire & Light combos."
"Twin Dragon Flashfire","2x ATK for Fire Att. & Dragon Type; inflicts a bonus
attack equal to 2x ATK when matching Orbs","Fire Attribute cards ATK x2.
Deal ATK x2 damage to all enemies after every orbs elimination. Ignores enemy element, but can be reduced by enemy defense down to 0 damage."
"Twin Dragon Tsunami","2x ATK for Water Att. & Dragon Type; inflicts a bonus
attack equal to 2x ATK when matching Orbs","Water Attribute cards ATK x2.
Deal ATK x2 damage to all enemies after every orbs elimination. Ignores enemy element, but can be reduced by enemy defense down to 0 damage."
"Twin Dragon Earthquake","2x ATK for Wood Att. & Dragon Type; inflicts a bonus
attack equal to 2x ATK when matching Orbs","Wood Attribute cards ATK x2.
Deal ATK x2 damage to all enemies after every orbs elimination. Ignores enemy element, but can be reduced by enemy defense down to 0 damage."
"Twin Dragon Thunderstrike","2x ATK for Light Att. & Dragon Type; inflicts a bonus
attack equal to 2x ATK when matching Orbs","Light Attribute cards ATK x2.
Deal ATK x2 damage to all enemies after every orbs elimination. Ignores enemy element, but can be reduced by enemy defense down to 0 damage."
"Twin Dragon Arcana","2x ATK for Dark Att. & Dragon Type; inflicts a bonus
attack equal to 2x ATK when matching Orbs","Dark Attribute cards ATK x2.
Deal ATK x2 damage to all enemies after every orbs elimination. Ignores enemy element, but can be reduced by enemy defense down to 0 damage."
"Six Coin Protective Crest","3x ATK & reduces damage with 6+ linked Fire Orbs;
2.5x ATK & reduces damage with a cross of 5 Heal Orbs","ATK x3, reduce damage taken by 25% when matching 6+ Fire orbs.
ATK x2.5, reduce damage taken by 25% after matching Heal orbs in a cross formation."
"One Line, Three Star Protective Crest","2.5x ATK & reduces damage with 6+ linked Water Orbs;
4x ATK for Water Att. when skills used","ATK x2.5, reduce damage taken by 25% when matching 6+ Water orbs.
Water Attribute cards ATK x4 on the turn a skill is used. (Multiple skills will not stack)."
"Daiichi Daiman Daikichi Protective Crest","2.5x ATK & reduces damage with 6+ linked Wood Orbs;
4x ATK for Wood Att. when skills used","ATK x2.5, reduce damage taken by 25% when matching 6+ Wood orbs.
Wood Attribute cards ATK x4 on the turn a skill is used. (Multiple skills will not stack)."
"Plum Blossom Protective Crest","3x ATK & RCV with 6+ combos;
3x ATK & reduces damage when attacking with 4+ Att.","ATK x3, RCV x3 when reaching 6 combos.
All Attribute cards ATK x3, reduce damage taken by 25% when attacking with 4 of Fire, Water, Wood, Light & Dark orb types at the same time."
"Bellflower Protective Crest","2.5x ATK & reduces damage with 2+ Dark combos; 
3x ATK & reduces damage with 6+ linked Dark Orbs","All Attribute cards ATK x2.5, 25% all damage reduction when attacking with 2 Dark & Dark combos at the same time.
ATK x3, reduce damage taken by 25% when matching 6+ Dark orbs."
"Let's make this a trip to remember!","2x HP & 4x ATK for God & Machine Types;
5x ATK for Att. erasing 5 Orbs including enhanced","God & Machine Type cards HP x2, ATK x4.
Matched attribute ATK x5 when matching exactly 5 connected orbs with at least 1 enhanced orb."
"Come swim with me!","4x ATK for Attacker Type;
2.5x ATK & reduces damage with 6+ combos","Attacker Type cards ATK x4.
All Attribute cards ATK x2.5, 25% all damage reduction when reaching 6 combos."
"I never miss a shot!","^ff3600^[7x6 board]^p, 1.5x HP & ATK for God & Attacker Types;
5x ATK & reduces dmg when Fr, Wt, Wd & Lt attack at once","Change the board to 7x6 size. God & Attacker Type cards HP x1.5, ATK x1.5.
All Attribute cards ATK x5, reduce damage taken by 25% when attacking with 4 of Fire, Water, Wood & Light orb types at the same time."
"I'm coming for you next!","2x HP & ATK for Water Att.;
5x ATK when Water & Wood attack at once","Water Attribute cards HP x2, ATK x2.
All Attribute cards ATK x5 when reaching 2 Water combos."
"None","","No Leader Skill"
"完璧マッスル・スパーク","HP80％以下で攻撃力が4倍、50％以下で6倍。
火の2コンボ以上でダメージを半減、攻撃力が4倍。","Fire, Water, Wood, Light & Dark cards ATK x6 when HP is 50% or less. ATK x4 when HP is 80% or less.
All Attribute cards ATK x4, 50% all damage reduction when attacking with 2 Fire & Fire combos at the same time."
"残虐殺法","火属性のHPが1.5倍、攻撃力は3倍。
火木の同時攻撃で攻撃力が1.5倍。","Fire Attribute cards HP x1.5, ATK x3.
All Attribute cards ATK x1.5 when reaching 2 Fire combos."
"レッグラリアート","火属性のHPが1.5倍、攻撃力は3倍。
火木の同時攻撃で攻撃力が2倍。","Fire Attribute cards HP x1.5, ATK x3.
All Attribute cards ATK x2 when reaching 2 Fire combos."
"転所自在の術","闇属性のHPが1.5倍、攻撃力が2倍。
闇か火を4個以上つなげて消すと、攻撃力が2倍。","Dark Attribute cards HP x1.5, ATK x2.
All Attribute cards ATK x2 when simultaneously clearing 4 connected Fire or Dark orbs."
"忍法業火羽輪の術","闇属性のHPが1.5倍、攻撃力が2.5倍。
闇か火を4個以上つなげて消すと、攻撃力が2倍。","Dark Attribute cards HP x1.5, ATK x2.5.
All Attribute cards ATK x2 when simultaneously clearing 4 connected Fire or Dark orbs."
"喧嘩スペシャル","体力タイプのHPと攻撃力が2倍。
強化ドロップを含めて5個消した属性の攻撃力が2倍。","Physical Type cards HP x2, ATK x2.
Matched attribute ATK x2 when matching exactly 5 connected orbs with at least 1 enhanced orb."
"喧嘩ボンバー","体力と攻撃タイプのHPと攻撃力が2倍。
強化ドロップを含めて5個消した属性の攻撃力が2.5倍。","Physical & Attacker Type cards HP x2, ATK x2.
Matched attribute ATK x2.5 when matching exactly 5 connected orbs with at least 1 enhanced orb."
"ハリケーン・ミキサー","悪魔タイプのHPが少し上昇、攻撃力は3倍。","Devil Type cards HP x1.35, ATK x3."
"超人十字架落とし","悪魔と攻撃タイプのHPが少し上昇、攻撃力は3倍。
火の5個十字消し1個につき攻撃力が1.5倍。","Attacker & Devil Type cards HP x1.35, ATK x3.
ATK x1.5 for clearing each Fire orbs in a cross formation."
"無し","",""
"無し","",""
"無し","",""
"無し","",""
"無し","","No Leader Skill"
"運命の予言","チームのサブをキン肉マンコラボキャラのみで組むと、
HPが2倍、攻撃力は6倍。","HP x2, ATK x6, RCV 1 when all subs are from [object Object] Collab."
"ぽっくんは歩く身代金","ダンジョン潜入時にリーダーの時、入手コインが3倍。","Get x3 coins after a battle."
"None","",""
"Crimson Lotus Flower Purgatory","ATK increases with 6+ linked Fire Orbs, up to 7x;
bonus attack equal to 5x ATK when matching Orbs","All Attribute cards ATK x4 when simultaneously clearing 6 connected Fire orbs. ATK x1 for each additional connected orb, up to ATK x7 at 9 connected orbs.
Deal ATK x5 damage to all enemies after every orbs elimination. Ignores enemy element, but can be reduced by enemy defense down to 0 damage."
"Dance of Wadatsumi","ATK increases with 6+ linked Water Orbs, up to 7x;
recovers 5x RCV as HP when matching Orbs","All Attribute cards ATK x4 when simultaneously clearing 6 connected Water orbs. ATK x1 for each additional connected orb, up to ATK x7 at 9 connected orbs.
Heal RCV x5 as HP after every orbs elimination."
"Dance of the World Tree","ATK increases with 6+ linked Wood Orbs, up to 7x;
recovers 5x RCV as HP when matching Orbs","All Attribute cards ATK x4 when simultaneously clearing 6 connected Wood orbs. ATK x1 for each additional connected orb, up to ATK x7 at 9 connected orbs.
Heal RCV x5 as HP after every orbs elimination."
"Dance of Heaven","ATK increases with 6+ linked Light Orbs, up to 7x;
recovers 5x RCV as HP when matching Orbs","All Attribute cards ATK x4 when simultaneously clearing 6 connected Light orbs. ATK x1 for each additional connected orb, up to ATK x7 at 9 connected orbs.
Heal RCV x5 as HP after every orbs elimination."
"Dead of Night's Temptation","ATK increases with 6+ linked Dark Orbs, up to 7x;
Orb move time +5 seconds","All Attribute cards ATK x4 when simultaneously clearing 6 connected Dark orbs. ATK x1 for each additional connected orb, up to ATK x7 at 9 connected orbs.
Increases time limit of orb movement by 5 seconds."
"Apocalyptic Discharge","ATK increases when matching 3+ Jammers, up to 10x;
ATK increases when attacking with 3+ Att., up to 4.5x","All Attribute cards ATK x4 when simultaneously clearing 3 connected Jammer orbs. ATK x1 for each additional connected orb, up to ATK x10 at 9 connected orbs.
All Attribute cards ATK x1.5 when attacking with 3 of following orb types: Fire, Water, Wood, Light & Dark. ATK x1.5 for each additional orb type, up to ATK x4.5 for all 5 matches."
