Name, Skill CD (Max), # of Skillups, In-Game Description, Parsed Description
"Heroic Blade","13","6","Changes Orbs to Wood, Dark & Heal Orbs;
other allies' skills charged by 2 turns","Change all orbs to Wood, Dark & Heart orbs.
Team skills charged by 2 to 2 turns."
"Landscape-Patterned Cup","8","6","Other allies' skills charged by 1 turn;
all Orbs replaced","Team skills charged by 1 to 1 turns.
Replace all orbs"
"Landscape-Patterned Cup","8","6","Other allies' skills charged by 1 turn;
all Orbs replaced","Team skills charged by 1 to 1 turns.
Replace all orbs"
"Confusing Strategy","8","6","Changes Fire Orbs to Dark Orbs & Water Orbs
to Heal Orbs; Dark Orbs enhanced","Change Fire orbs to Dark orbs, Water orbs to Heart orbs.
Enhance Dark orbs."
"Confusing Strategy","8","6","Changes Fire Orbs to Dark Orbs & Water Orbs
to Heal Orbs; Dark Orbs enhanced","Change Fire orbs to Dark orbs, Water orbs to Heart orbs.
Enhance Dark orbs."
"Quick Cure","4","8","Recovers 8x RCV as HP;
reduces bind status (incl. Awoken) by 3 turns","3 turn bind recovery. 3 turn awoken bind recovery."
"Sundial","7","6","Changes 7 non-Water Orbs to Heal Orbs;
move Orbs freely for 12 seconds","Randomly spawn 7 Heart orbs each from non Water & Heart orbs.
Move orbs freely for 0.12 seconds."
"Summer Paradise - Aqua","10","6","Changes Wood, Heal, Poison & Jammers to Water;
Water Orbs more likely to appear for 4 turns","Changes Wood, Heart, Jammer, Poison & Mortal Poison orbs into Water orbs.
Increase skyfall chance of Water orbs by 15% for 4 turns."
"Summer Sea Seven-Star Formation","8","6","Changes Orbs to Water, Wood & Light Orbs","Change all orbs to Water, Wood & Light orbs."
"Life Water Lotus Blossom","7","6","50x ATK attack on 1 enemy, recovers damage as HP;
changes 5 non-Water Orbs to Heal Orbs","Inflict damage equal to ATK x50 to 1 enemy, and drain 1% of the damage you dealt. Affected by enemy element and defense.
Randomly spawn 5 Heart orbs each from non Water & Heart orbs."
"Double Light Guard","5","8","Changes Wood, Dark & Poison Orbs to Heal Orbs;
reduces bind status by 3 turns","Changes Wood, Dark, Poison & Mortal Poison orbs into Heart orbs.
3 turn bind recovery."
"Double Dark Guard","5","8","Changes Fire, Light & Poison Orbs to Heal Orbs;
reduces bind status by 3 turns","Changes Fire, Light, Poison & Mortal Poison orbs into Heart orbs.
3 turn bind recovery."
"True Ninja Art Fireworks","15","6","Changes Orbs to Fire Orbs; inflicts a critical
Fire attack on all enemies but HP reduced to 1","Change all orbs to Fire orbs.
Inflict 0 Fire damage to all enemies but HP falls to 1. Affected by enemy element and defense."
"Summon Wood","4","7","2 Wood Orbs are created at random; Wood Orbs enhanced","Randomly spawn 2 Wood orbs each from non Wood orbs.
Enhance Wood orbs."
"Healing Spot","3","8","Heal Orbs slightly more likely to appear for 3 turns","Increase skyfall chance of Heart orbs by 15% for 3 turns."
"Summer Sea Seven-Star Formation","8","6","Changes Orbs to Water, Wood & Light Orbs","Change all orbs to Water, Wood & Light orbs."
"Sundial","7","6","Changes 7 non-Water Orbs to Heal Orbs;
move Orbs freely for 12 seconds","Randomly spawn 7 Heart orbs each from non Water & Heart orbs.
Move orbs freely for 0.12 seconds."
"Summer Paradise - Aqua","10","6","Changes Wood, Heal, Poison & Jammers to Water;
Water Orbs more likely to appear for 4 turns","Changes Wood, Heart, Jammer, Poison & Mortal Poison orbs into Water orbs.
Increase skyfall chance of Water orbs by 15% for 4 turns."
"へのつっぱりはいらんですよ","7","6","木、お邪魔、毒ドロップを火ドロップに変化。
自分以外の味方スキルが1ターン溜まる。","Changes Wood, Jammer, Poison & Mortal Poison orbs into Fire orbs.
Team skills charged by 1 to 1 turns."
"へのつっぱりはいらんですよ","7","6","木、お邪魔、毒ドロップを火ドロップに変化。
自分以外の味方スキルが1ターン溜まる。","Changes Wood, Jammer, Poison & Mortal Poison orbs into Fire orbs.
Team skills charged by 1 to 1 turns."
"わたしの命にかえても！","11","7","闇と毒ドロップを木ドロップに変化。
1ターンの間、2コンボ加算。","Changes Dark, Poison & Mortal Poison orbs into Wood orbs.
+2 combo counts for 1 turn."
"わたしの命にかえても！","11","7","闇と毒ドロップを木ドロップに変化。
1ターンの間、2コンボ加算。","Changes Dark, Poison & Mortal Poison orbs into Wood orbs.
+2 combo counts for 1 turn."
"戦いの結末は生か死だけだ!!","11","7","火、木、お邪魔、毒ドロップを闇ドロップに変化。
1ターンの間、1コンボ加算。","Changes Fire, Wood, Jammer, Poison & Mortal Poison orbs into Dark orbs.
+1 combo counts for 1 turn."
"戦いの結末は生か死だけだ!!","11","7","火、木、お邪魔、毒ドロップを闇ドロップに変化。
1ターンの間、1コンボ加算。","Changes Fire, Wood, Jammer, Poison & Mortal Poison orbs into Dark orbs.
+1 combo counts for 1 turn."
"口先だけの友情じゃない","10","6","敵の行動を1ターン遅らせる。
1ターンの間、攻撃タイプの攻撃力が2.5倍。","Delay 1 turns to all enemies.
Attacker Type cards ATK x2.5 for 1 turn."
"口先だけの友情じゃない","10","6","敵の行動を1ターン遅らせる。
1ターンの間、攻撃タイプの攻撃力が2.5倍。","Delay 1 turns to all enemies.
Attacker Type cards ATK x2.5 for 1 turn."
"このわたしが笑わせるものか","12","6","3ターンの間、体力タイプの攻撃力が2倍。
3ターンの間、受けるダメージを軽減。","Physical Type cards ATK x2 for 3 turn.
35% damage reduction for 3 turns."
"このわたしが笑わせるものか","12","6","3ターンの間、体力タイプの攻撃力が2倍。
3ターンの間、受けるダメージを軽減。","Physical Type cards ATK x2 for 3 turn.
35% damage reduction for 3 turns."
"これでジ・エンドだーっ!!","9","6","下から2列目の横1列を木ドロップに変化。
1ターンの間、1コンボ加算。","Change the 2nd from the bottom row into Wood orbs.
+1 combo counts for 1 turn."
"これでジ・エンドだーっ!!","9","6","下から2列目の横1列を木ドロップに変化。
1ターンの間、1コンボ加算。","Change the 2nd from the bottom row into Wood orbs.
+1 combo counts for 1 turn."
"みんな地獄であおうぜ","7","6","1ターンの間、1コンボ加算。
光と闇ドロップを強化。","+1 combo counts for 1 turn.
Enhance Light & Dark orbs."
"みんな地獄であおうぜ","7","6","1ターンの間、1コンボ加算。
光と闇ドロップを強化。","+1 combo counts for 1 turn.
Enhance Light & Dark orbs."
"もう逃げられないぜーっ!!","6","6","1ターンの間、悪魔タイプの攻撃力が1.5倍。
お邪魔と毒ドロップを水ドロップに変化。","Devil Type cards ATK x1.5 for 1 turn.
Changes Jammer, Poison & Mortal Poison orbs into Water orbs."
"もう逃げられないぜーっ!!","6","6","1ターンの間、悪魔タイプの攻撃力が1.5倍。
お邪魔と毒ドロップを水ドロップに変化。","Devil Type cards ATK x1.5 for 1 turn.
Changes Jammer, Poison & Mortal Poison orbs into Water orbs."
"へへへ…油断大敵だぜ","8","11","2ターンの間、自分の属性が火属性に変化。
2ターンの間、悪魔タイプの攻撃力が1.5倍。","Change own attribute to Fire for 2 turns.
Devil Type cards ATK x1.5 for 2 turn."
"へへへ…油断大敵だぜ","8","11","2ターンの間、自分の属性が火属性に変化。
2ターンの間、悪魔タイプの攻撃力が1.5倍。","Change own attribute to Fire for 2 turns.
Devil Type cards ATK x1.5 for 2 turn."
"怪力で破壊してやれーっ","12","11","4ターンの間、攻撃タイプの攻撃力が1.5倍。","Attacker Type cards ATK x1.5 for 4 turn."
"怪力で破壊してやれーっ","12","11","4ターンの間、攻撃タイプの攻撃力が1.5倍。","Attacker Type cards ATK x1.5 for 4 turn."
"なんとすがすがしい気分だ","5","11","1ターンの間、闇ドロップが少し落ちやすくなる。
ランダムで闇ドロップを2個生成。","Increase skyfall chance of Dark orbs by 15% for 1 turns.
Randomly spawn 2 Dark orbs each from non Dark orbs."
"なんとすがすがしい気分だ","5","11","1ターンの間、闇ドロップが少し落ちやすくなる。
ランダムで闇ドロップを2個生成。","Increase skyfall chance of Dark orbs by 15% for 1 turns.
Randomly spawn 2 Dark orbs each from non Dark orbs."
"おとなしくとどめをさされな","7","11","1ターンの間、自分の属性が闇属性に変化。
敵1体に攻撃力×50倍の闇属性攻撃。","Change own attribute to Dark for 1 turns.
Inflict a 50x Dark attack on 1 enemy."
"おとなしくとどめをさされな","7","11","1ターンの間、自分の属性が闇属性に変化。
敵1体に攻撃力×50倍の闇属性攻撃。","Change own attribute to Dark for 1 turns.
Inflict a 50x Dark attack on 1 enemy."
"へのつっぱりはいらんですよ","7","6","木、お邪魔、毒ドロップを火ドロップに変化。
自分以外の味方スキルが1ターン溜まる。","木、お邪魔、毒ドロップを火ドロップに変化。
自分以外の味方スキルが1ターン溜まる。"
"わたしの命にかえても！","11","7","闇と毒ドロップを木ドロップに変化。
1ターンの間、2コンボ加算。","闇と毒ドロップを木ドロップに変化。
1ターンの間、2コンボ加算。"
"戦いの結末は生か死だけだ!!","11","7","火、木、お邪魔、毒ドロップを闇ドロップに変化。
1ターンの間、1コンボ加算。","火、木、お邪魔、毒ドロップを闇ドロップに変化。
1ターンの間、1コンボ加算。"
"Summer Sea Seven-Star Formation","8","6","Changes Orbs to Water, Wood & Light Orbs","Change all orbs to Water, Wood & Light orbs."
"Rhythm of the Falling Rain","4","16","Activates a random skill","Activate a random skill from the following:
 - Blessed Night Rain: Randomly spawn 3 Dark orbs each from non Dark orbs. Orb move time +1 seconds for 1 turn.
 - Gentle Morning Rain: Changes Jammer, Poison & Mortal Poison orbs into Heart orbs. Orb move time -1 seconds for 1 turn."
"Rhythm of the Falling Rain","4","16","Activates a random skill","Activate a random skill from the following:
 - Blessed Night Rain: Randomly spawn 3 Dark orbs each from non Dark orbs. Orb move time +1 seconds for 1 turn.
 - Gentle Morning Rain: Changes Jammer, Poison & Mortal Poison orbs into Heart orbs. Orb move time -1 seconds for 1 turn."
"Purify Mode","6","16","1.5x RCV for 4 turns;
changes Jammers and Poison Orbs to Heal Orbs","All Attribute cards RCV x1.5 for 4 turns.
Changes Jammer, Poison & Mortal Poison orbs into Heart orbs."
"Purify Mode","6","16","1.5x RCV for 4 turns;
changes Jammers and Poison Orbs to Heal Orbs","All Attribute cards RCV x1.5 for 4 turns.
Changes Jammer, Poison & Mortal Poison orbs into Heart orbs."
"Purify Mode","6","16","1.5x RCV for 4 turns;
changes Jammers and Poison Orbs to Heal Orbs","All Attribute cards RCV x1.5 for 4 turns.
Changes Jammer, Poison & Mortal Poison orbs into Heart orbs."
"Purify Mode","6","16","1.5x RCV for 4 turns;
changes Jammers and Poison Orbs to Heal Orbs","All Attribute cards RCV x1.5 for 4 turns.
Changes Jammer, Poison & Mortal Poison orbs into Heart orbs."
"Magic Chain","12","16","Adds 2 combos for 1 turn;
Orb move time +2 seconds for 1 turn","+2 combo counts for 1 turn.
Orb move time +2 seconds for 1 turn."
"Magic Chain","12","16","Adds 2 combos for 1 turn;
Orb move time +2 seconds for 1 turn","+2 combo counts for 1 turn.
Orb move time +2 seconds for 1 turn."
"バーモ、アミーゴ！","6","1","2ターンの間、回復力が2倍。
バインド状態を2ターン回復。","All Attribute cards RCV x2 for 2 turns.
2 turn bind recovery."
"みんなで踊りましょう","9","1","8ターンの間、マシンタイプの攻撃力がほんの少し上昇。","Machine Type cards ATK x1.2 for 8 turn."
"Destroying Lance, Gungnir X","15","5","Inflicts 50x ATK Dark Att. attack on all enemies, plus all enemies mortally poisoned","Inflict Dark damage equal to ATK x50 to all enemies. Affected by enemy element and defense.
Inflict Poison damage equal to ATK x10 to all enemies every turn. Ignore enemy element and defense."
"Diabolic Lance, Gungnir X","6","6","Inflicts 50x ATK Dark Att. on 1 enemy and recovers some HP; Water & Dark Orbs enhanced","Inflict 50x Dark damage to 1 enemy. Recover 15% of the damage dealt as HP. Affected by enemy element and defense.
Enhance Water & Dark orbs."
"Evil Will Not Be Tolerated-TAMA!","7","6","Heal Orbs slightly more likely to appear for 3 turns; other allies' skills charged by 1 turn","Increase skyfall chance of Heart orbs by 15% for 3 turns.
Team skills charged by 1 to 1 turns."
"魔弾ロマノフ・ストライク","8","6","最下段横1列を闇ドロップに変化。
自分以外の味方スキルが1ターン溜まる。","Change the bottom row into Dark orbs.
Team skills charged by 1 to 1 turns."
"ドギラゴン・エントリー","10","8","1ターンの間、1コンボ加算。
光、回復、お邪魔、毒ドロップを火ドロップに変化。","+1 combo counts for 1 turn.
Changes Light, Heart, Jammer, Poison & Mortal Poison orbs into Fire orbs."
"革命チェンジ","10","6","全ドロップを火、木、回復ドロップに変化。
自分以外の味方スキルが1ターン溜まる。","Change all orbs to Fire, Wood & Heart orbs.
Team skills charged by 1 to 1 turns."
"俺の切り札！勝ったー！","10","6","1ターンの間、1コンボ加算。
闇ドロップを火に、回復ドロップを木に変化。","+1 combo counts for 1 turn.
Change Dark orbs to Fire orbs, Heart orbs to Wood orbs."
"俺の切り札！勝ったー！","10","6","1ターンの間、1コンボ加算。
闇ドロップを火に、回復ドロップを木に変化。","+1 combo counts for 1 turn.
Change Dark orbs to Fire orbs, Heart orbs to Wood orbs."
"マグマボール","6","10","敵全体に20000の火属性ダメージ。
闇ドロップを火ドロップに変化。","Inflict 200 Fire damage on all enemies.
Change Dark orbs to Fire orbs."
"ドギラゴン・エントリー","10","8","1ターンの間、1コンボ加算。
光、回復、お邪魔、毒ドロップを火ドロップに変化。","1ターンの間、1コンボ加算。
光、回復、お邪魔、毒ドロップを火ドロップに変化。"
"Breath of Creation","7","5","2x ATK for God Type for 1 turn,
plus a 30x ATK attack is made on 1 enemy","Inflict damage that has the same Attribute as this monster's original Attributes equal to ATK x30 to all enemies. Affected by enemy element and defense.
God Type cards ATK x2 for 1 turn."
"Breath of Creation","7","5","2x ATK for God Type for 1 turn,
plus a 30x ATK attack is made on 1 enemy","Inflict damage that has the same Attribute as this monster's original Attributes equal to ATK x30 to all enemies. Affected by enemy element and defense.
God Type cards ATK x2 for 1 turn."
"Final Judgement","10","7","Changes Orbs to Light, Dark & Heal Orbs, plus
other allies' skills charged by 1 turn","Change all orbs to Light, Dark & Heart orbs.
Team skills charged by 1 to 1 turns."
"Final Judgement","10","7","Changes Orbs to Light, Dark & Heal Orbs, plus
other allies' skills charged by 1 turn","Change all orbs to Light, Dark & Heart orbs.
Team skills charged by 1 to 1 turns."
